"Files","LOC","ParseFailures","type_decs","Subtyping","Functions","Modules","Project"
34,14540,2,41,202,341,9,1656
3,225,1,0,0,7,0,1657
1,22,0,0,0,0,0,1658
6,440,0,4,0,8,1,1659
3,651,2,2,2,8,0,1660
4,352,2,0,0,0,0,1661
4,307,2,2,2,4,0,1662
3,251,1,0,2,0,0,1663
5,561,1,0,0,1,1,1664
2,165,0,0,0,0,2,1665
32,7634,19,33,18,106,8,1666
76,12750,4,49,89,524,15,1667
3,605,0,0,155,12,0,1668
2,186,2,0,0,0,0,1669
1,2,0,0,0,0,0,1670
2,63,0,0,1,0,0,1671
4,978,0,6,6,43,0,1672
1,23,0,0,0,0,0,1673
2,143,1,0,0,0,0,1674
6,520,0,0,0,31,0,1675
2,547,0,0,0,32,0,1676
5,479,2,0,0,5,1,1677
1,188,1,0,0,0,0,1678
14,5614,0,28,86,224,5,1679
1,22,1,0,0,0,0,1680
34,2378,0,8,0,28,9,1681
5,441,3,3,6,23,0,1682
15,1542,5,7,7,43,0,1683
2,167,2,0,0,0,0,1684
3,212,1,3,0,4,0,1685
8,689,1,2,2,10,1,1686
5,229,2,0,0,0,2,1687
4,356,1,0,0,2,1,1688
34,3032,14,21,99,77,3,1689
43,2834,18,16,35,159,11,1690
3,631,0,0,3,7,1,1691
7,682,4,6,7,44,2,1692
2,127,2,0,0,0,0,1693
6,1643,0,2,4,29,1,1694
3,265,0,0,0,0,0,1695
6,415,2,0,0,0,0,1696
24,2704,6,3,16,26,3,1697
4,520,1,3,33,17,0,1698
2,279,1,0,0,1,0,1699
2,200,0,1,1,8,0,1700
2,269,1,0,0,0,0,1701
8,337,0,0,3,8,1,1702
7,2288,6,1,0,21,0,1703
7,1178,0,4,13,40,4,1704
4,566,1,2,1,13,0,1705
45,8180,14,6,66,34,33,1706
6,705,1,0,0,2,0,1707
1,367,1,0,0,0,0,1708
1,91,0,0,0,1,0,1709
4,617,2,1,2,8,1,1710
3,270,0,0,0,7,1,1711
1,350,0,6,0,10,1,1712
1,183,1,0,0,0,0,1713
12,2873,6,5,15,21,11,1714
1,245,1,0,0,0,0,1715
12,1232,6,9,21,47,1,1716
4,1554,1,3,6,21,0,1717
5,885,3,8,0,18,0,1718
2,358,1,4,0,9,0,1719
5,491,0,4,0,19,0,1720
2,290,1,0,4,3,0,1721
1,57,0,0,1,2,0,1722
5,234,0,3,13,7,0,1723
4,166,0,0,4,5,1,1724
2,88,0,2,12,2,0,1725
4,457,1,2,9,7,0,1726
7,1071,0,2,4,11,0,1727
1,141,0,0,0,0,0,1728
2,76,0,0,0,0,0,1729
11,981,1,2,29,18,0,1730
1,98,0,1,1,4,0,1731
11,1591,3,6,10,45,2,1732
4,241,0,2,0,4,0,1733
3,436,0,3,0,11,0,1734
7,1022,0,5,4,37,1,1735
1,173,1,0,0,0,0,1736
14,1375,2,0,93,32,4,1737
24,17883,0,91,36,943,6,1738
3,552,1,0,0,6,0,1739
1,24,0,0,0,0,1,1740
2,430,0,3,0,21,0,1741
2,281,1,0,0,1,0,1742
1,116,0,1,0,4,0,1743
1,262,1,0,0,0,0,1744
1,74,0,0,0,0,0,1745
16,582,0,1,0,23,1,1746
17,5321,3,62,87,203,9,1747
3,752,0,0,0,0,0,1748
6,1613,3,1,3,28,2,1749
2,1118,1,1,4,38,1,1750
5,850,1,6,10,28,1,1751
1,118,0,7,7,1,0,1752
5,1371,0,13,7,24,1,1753
1,96,0,0,0,3,0,1754
6,1157,2,0,0,10,0,1755
2,462,1,7,7,1,0,1756
2,513,0,0,0,7,1,1757
1,36,0,0,0,0,0,1758
8,1992,4,28,28,4,0,1759
4,782,1,21,21,3,0,1760
2,546,1,7,7,1,0,1761
7,1532,0,5,9,67,0,1762
11,2973,1,9,16,100,3,1763
23,3423,5,26,9,109,14,1764
31,40176,9,8,40,121,3,1765
4,1289,3,0,0,7,0,1766
1,528,0,0,1,25,0,1767
36,10294,9,0,0,0,0,1768
3,2490,0,4,7,145,2,1769
8,1107,5,0,0,6,0,1770
6,750,3,4,23,22,1,1771
4,447,1,4,33,29,1,1772
11,1280,0,4,50,40,0,1773
8,1503,0,2,0,14,0,1774
5,469,4,0,0,0,0,1775
2,443,1,15,16,13,0,1776
8,480,2,0,0,11,4,1777
6,387,0,3,3,20,1,1778
2,138,1,0,4,4,0,1779
5,830,1,1,73,49,2,1780
24,2963,4,10,55,111,4,1781
24,4463,10,10,27,105,4,1782
1,302,0,1,1,0,0,1783
5,229,2,0,0,0,2,1784
7,1650,2,7,29,12,1,1785
2,234,0,1,2,12,0,1786
209,62232,42,162,843,1913,42,1787
2,232,1,0,0,2,0,1788
2,638,0,5,7,11,1,1789
3,1058,3,0,0,0,0,1790
5,30021,0,1,1,9,0,1791
2,1048,2,0,0,0,0,1792
3,20194,0,0,0,8,0,1793
12,1059,0,4,12,35,3,1794
3,17182,0,1,0,2,0,1795
8,3890,1,6,0,20,0,1796
11,2784,3,2,12,110,0,1797
2,203,1,0,0,0,0,1798
7,4831,4,2,2,7,0,1799
1,10,1,0,0,0,0,1800
20,3866,0,18,39,157,5,1801
3,842,1,3,7,24,0,1802
19,2971,1,15,9,97,3,1803
4,2451,2,2,2,32,0,1804
5,3280,4,0,0,0,0,1805
4,467,1,0,0,10,0,1806
6,1407,2,5,4,65,4,1807
9,6971,1,5,22,148,8,1808
2,1579,0,1,21,55,1,1809
7,2714,1,2,56,90,1,1810
3,928,0,8,1,28,1,1811
2,1928,0,1,59,80,0,1812
2,2021,0,1,75,77,0,1813
4,1821,3,0,32,38,0,1814
4,2350,0,0,44,108,0,1815
2,728,2,0,0,0,0,1816
3,3432,1,0,104,134,0,1817
11,481,0,1,6,8,5,1818
9,1073,3,0,4,41,0,1819
10,3202,2,12,51,159,4,1820
5,473,0,1,0,35,1,1821
1,113,0,0,0,4,0,1822
12,2533,2,6,48,158,4,1823
1,74,0,0,0,0,0,1824
2,574,0,6,19,34,1,1825
13,880,0,2,0,59,0,1826
2,549,0,0,1,35,0,1827
16,1841,2,9,13,40,4,1828
2,593,0,1,0,16,0,1829
2,237,1,0,0,3,0,1830
3,460,0,1,0,10,0,1831
24,4782,8,42,72,104,0,1832
3,74,0,2,0,0,3,1833
22,1949,5,2,0,47,0,1834
2,1524,0,0,6,63,0,1835
29,17796,13,0,173,399,3,1836
1,113,1,0,0,0,0,1837
7,4134,3,0,160,198,0,1838
3,219,0,8,1,9,0,1839
6,784,1,0,0,0,0,1840
5,623,2,0,0,2,0,1841
1,553,0,2,19,14,1,1842
1,728,0,3,2,15,0,1843
1,448,0,0,2,33,0,1844
3,2145,3,0,0,0,0,1845
7,1551,0,8,0,12,1,1846
11,7279,5,0,44,218,0,1847
3,1264,1,0,27,5,0,1848
9,1761,4,0,7,49,0,1849
3,497,0,3,10,14,0,1850
5,492,0,2,1,26,3,1851
2,240,0,0,0,15,1,1852
11,3494,0,7,22,159,0,1853
5,5281,0,44,133,267,3,1854
11,2353,0,29,24,28,3,1855
2,127,0,0,0,2,0,1856
10,608,1,2,19,3,1,1857
1,250,0,0,0,0,0,1858
3,272,0,3,4,17,0,1859
15,1930,1,10,15,102,4,1860
2,646,1,7,7,31,1,1861
2,248,0,1,4,3,0,1862
18,568,0,2,0,37,1,1863
1,222,0,0,0,5,1,1864
1,79,0,0,0,0,0,1865
5,332,0,1,0,18,1,1866
17,1987,1,14,23,91,3,1867
10,1503,5,1,1,17,0,1868
3,199,1,1,1,5,0,1869
1,189,0,2,0,3,0,1870
4,259,0,0,0,1,0,1871
4,7109,2,2,3,19,0,1872
6,602,0,3,6,22,1,1873
2,137,0,1,1,6,1,1874
12,1045,2,10,12,68,0,1875
22,2563,2,10,20,69,3,1876
2,249,1,0,0,0,0,1877
1,44,0,0,0,2,0,1878
24,6127,3,20,186,252,10,1879
4,1536,0,19,59,79,0,1880
4,1821,3,0,32,38,0,1881
1,163,0,0,0,14,0,1882
3,319,0,1,10,19,1,1883
7,974,0,5,13,35,1,1884
3,666,0,3,22,35,0,1885
2,182,0,0,0,8,1,1886
5,697,0,4,41,38,3,1887
2,802,0,2,18,24,0,1888
1,76,0,0,4,7,1,1889
10,2800,2,22,49,77,3,1890
4,314,0,0,0,3,0,1891
49,8095,0,45,86,266,12,1892
17,1313,1,0,10,25,5,1893
5,451,0,5,0,0,7,1894
5,216,0,4,2,13,1,1895
14,2105,1,3,50,79,1,1896
3,11710,0,1,0,5,0,1897
1,11,1,0,0,0,0,1898
5,2463,0,5,0,43,0,1899
31,10325,1,18,44,254,6,1900
21,5108,0,32,65,207,2,1901
1,74,0,0,0,8,0,1902
1,43,0,0,0,8,0,1903
33,19277,4,70,14,438,6,1904
1,462,1,0,0,0,0,1905
2,437,0,4,20,14,0,1906
2,744,0,2,11,23,0,1907
5,742,1,0,0,6,2,1908
11,5369,0,0,17,10,0,1909
6,576,0,0,16,3,1,1910
8,1577,0,4,29,19,0,1911
7,292,0,2,7,12,0,1912
1,4,0,0,0,0,0,1913
2,163,0,0,0,1,0,1914
5,660,0,3,1,38,2,1915
10,1954,0,10,34,68,0,1916
4,194,0,3,2,2,4,1917
1,285,0,0,0,0,0,1918
15,1467,0,22,21,65,3,1919
1,514,0,0,0,0,0,1920
0,0,0,0,0,0,0,1921
12,835,0,10,26,39,8,1922
2,252,0,1,0,10,1,1923
4,974,0,1,1,0,0,1924
4,622,0,1,0,24,1,1925
1,16,0,0,0,0,0,1926
16,2066,0,5,100,79,1,1927
41,4679,23,6,11,56,4,1928
5,914,0,0,0,30,2,1929
7,610,0,0,0,3,6,1930
4,837,0,0,6,15,0,1931
2,231,0,0,0,6,0,1932
2,483,0,0,7,5,0,1933
7,605,0,6,25,26,4,1934
210,29523,4,140,299,753,85,1935
14,2528,5,16,23,36,6,1936
18,3090,0,16,36,92,5,1937
2,290,0,2,1,5,1,1938
2,46,0,2,1,1,1,1939
4,498,0,1,1,13,1,1940
53,6801,2,40,67,162,19,1941
6,846,1,0,2,36,4,1942
1,44,0,0,0,0,0,1943
6,1053,0,4,0,15,3,1944
1,68,0,1,10,1,0,1945
2,2021,0,1,75,77,0,1946
5,381,0,8,2,8,2,1947
8,1010,0,4,1,46,1,1948
2,479,0,32,6,5,1,1949
1,204,0,0,0,4,1,1950
319,67686,12,313,685,2446,115,1951
4,362,0,1,2,13,2,1952
8,707,1,1,4,22,0,1953
5,714,0,0,0,8,0,1954
6,606,1,3,3,35,0,1955
5,3719,1,74,0,22,0,1956
4,546,0,3,16,19,1,1957
1,103,0,5,0,12,1,1958
3,291,1,2,2,6,1,1959
35,5257,3,48,206,300,3,1960
2,10,0,0,0,0,1,1961
4,304,0,10,9,2,0,1962
8,1563,0,14,20,115,4,1963
3,507,0,1,0,16,1,1964
1,140,0,0,1,8,0,1965
2,226,0,0,1,11,0,1966
3,262,0,1,0,13,0,1967
13,2515,3,22,24,72,12,1968
6,1310,0,14,14,41,6,1969
2,205,0,0,0,6,1,1970
9,403,2,1,1,16,1,1971
2,331,1,0,0,5,1,1972
1,54,0,3,0,0,0,1973
1,174,0,0,0,9,1,1974
66,11001,8,89,125,635,10,1975
7,2274,4,3,14,26,3,1976
5,303,0,1,0,10,3,1977
14,2085,2,1,2,22,1,1978
11,1655,0,5,15,16,0,1979
13,592,4,1,1,14,8,1980
4,119,0,0,0,0,0,1981
4,9,1,0,0,0,0,1982
6,1933,1,1,8,32,0,1983
6,1035,0,8,58,42,0,1984
7,977,0,5,36,26,0,1985
2,38,0,0,0,1,0,1986
1,924,0,12,9,15,14,1987
9,951,1,1,0,27,2,1988
12,1914,4,0,5,45,1,1989
1,23,0,0,0,0,0,1990
10,1856,0,20,52,83,1,1991
2,2072,0,0,0,62,0,1992
39,14274,7,31,44,320,14,1993
2,2865,0,58,59,538,0,1994
3,225,0,0,2,3,0,1995
2,89,1,0,3,7,0,1996
14,2367,1,19,20,98,4,1997
7,952,0,14,54,45,0,1998
15,2363,2,19,57,97,3,1999
2,275,0,0,0,9,2,2001
1,71,0,0,0,13,0,2002
14,2536,0,4,23,91,2,2003
4,1326,0,5,1,50,2,2004
4,779,0,0,0,33,0,2005
7,363,0,3,3,18,2,2006
3,129,0,0,0,0,0,2007
4,1755,0,9,2,48,2,2008
7,1363,0,8,2,48,2,2009
2,256,0,0,0,4,0,2010
1,871,0,3,0,17,0,2011
3,508,1,3,0,11,7,2012
26,8519,1,61,55,297,29,2013
2,452,0,1,15,3,0,2014
1,34,0,1,0,0,0,2015
6,1972,0,1,64,13,0,2016
1,648,0,7,3,19,7,2017
13,4142,1,14,147,226,1,2018
10,2536,0,24,80,151,0,2019
14,23052,0,277,404,1659,9,2020
1,147,0,0,0,6,1,2021
6,10831,0,132,203,762,4,2022
9,993,0,14,26,64,0,2023
1,298,0,5,8,4,0,2024
3,269,0,3,2,20,2,2025
7,2084,0,0,28,33,0,2026
2,330,0,0,0,2,1,2027
5,998,0,1,16,37,2,2028
2,405,0,0,0,6,1,2029
4,1342,0,0,0,14,4,2030
4,970,0,0,0,8,4,2031
2,548,0,3,12,36,0,2032
19,2626,0,19,79,108,6,2033
13,2274,0,17,53,141,0,2034
23,868,0,14,0,35,1,2035
8,4229,2,0,0,13,0,2036
19,4774,0,77,145,125,3,2037
3,135,0,1,7,2,0,2038
3,859,0,0,18,0,0,2039
1,32,0,0,0,0,0,2040
10,3160,0,18,16,34,0,2041
6,764,0,3,2,9,0,2042
2,606,0,1,35,20,0,2043
9,5458,0,11,21,210,1,2044
9,1548,3,4,10,24,1,2045
4,495,0,1,1,14,1,2046
9,1095,0,2,0,37,7,2047
13,8359,0,51,63,282,8,2048
2,356,0,4,8,10,2,2049
18,1605,0,13,50,79,4,2050
2,358,0,0,2,6,0,2051
5,359,0,2,2,14,0,2052
44,15004,2,121,220,536,19,2053
1,21,0,0,0,0,0,2054
4,1085,0,7,5,5,0,2055
2,47,0,0,0,0,0,2056
3,211,0,0,3,3,0,2057
8,5623,1,62,60,26,0,2058
3,1684,0,3,6,69,0,2059
1,563,0,1,2,23,0,2061
9,3573,0,5,18,157,0,2062
21,9487,1,18,62,356,8,2063
2,535,0,0,0,12,0,2064
1,116,0,0,0,0,0,2065
12,7394,1,64,58,263,8,2066
0,0,0,0,0,0,0,2067
1,63,0,0,0,0,0,2068
3,1057,0,11,9,64,0,2069
9,1730,0,41,51,122,0,2070
4,784,0,19,21,48,0,2071
1,91,1,0,0,0,0,2072
8,1201,3,0,6,36,0,2073
1,140,0,0,0,8,0,2074
3,946,0,5,29,51,0,2075
3,838,0,0,9,30,0,2076
36,4327,1,11,18,111,3,2077
3,420,0,0,3,11,2,2078
13,1393,0,0,0,39,5,2079
37,21702,1,66,94,537,11,2080
1,385,0,0,0,9,0,2081
1,89,0,0,0,1,1,2082
2,150,0,0,0,1,1,2083
1,88,0,0,0,1,1,2084
7,599,0,3,8,39,1,2085
3,287,0,0,0,8,1,2086
2,605,0,0,0,6,2,2087
1,255,0,0,0,3,0,2088
11,3657,2,6,16,70,2,2089
3,598,0,1,1,17,1,2090
4,849,0,2,6,8,1,2091
12,1143,3,1,1,10,3,2092
2,13,0,0,0,0,1,2093
4,603,0,2,21,35,1,2094
2,40,0,0,0,3,1,2095
2,96,0,0,5,4,0,2096
6,613,0,2,2,24,1,2097
6,297,0,1,1,14,1,2098
2,23,0,0,0,0,2,2099
5,371,0,1,2,10,1,2100
1,45,0,0,0,1,0,2101
12,1508,1,6,13,29,0,2102
13,4171,2,22,101,79,4,2103
8,1761,2,6,24,51,1,2104
1,154,0,7,4,11,0,2105
5,991,2,0,0,6,0,2106
2,87,1,1,0,5,0,2107
16,1968,0,4,10,44,1,2108
2,379,0,0,0,6,0,2109
2,389,0,0,0,6,0,2110
3,53,0,0,0,0,2,2111
57,11422,0,10,14,1366,17,2112
3,322,0,0,0,7,1,2113
14,6912,0,6,3,810,8,2114
3,238,0,1,2,0,1,2115
7,2561,0,0,0,625,0,2116
2,1655,0,1,0,411,0,2117
3,561,0,3,1,16,3,2118
16,13597,0,1,30,1301,0,2119
3,1763,0,0,6,36,0,2120
71,12359,1,49,90,356,28,2121
9,2675,0,0,0,349,0,2122
2,489,1,2,17,20,0,2123
2,52,0,0,0,0,1,2124
4,73042,0,0,0,18178,0,2125
1,69,0,1,0,2,0,2126
2,73,0,1,0,2,0,2127
2,10,0,0,0,0,1,2128
14,72494,1,9,33,17244,3,2129
20,28195,0,829,18,86,4,2130
5,1043,0,4,38,22,4,2131
3,561,0,0,0,25,0,2132
34,1950,0,1,0,72,0,2133
55,4480,0,9,0,164,0,2134
3,341,0,1,0,29,0,2135
20,1047,0,0,0,33,0,2136
2,87,0,0,0,1,0,2137
7,126,0,0,0,2,1,2138
2,76,0,0,0,2,0,2139
1,174,0,0,0,12,1,2140
1,132,0,0,0,1,0,2141
148,47496,6,279,321,1315,46,2142
1,57,0,0,0,2,0,2143
1,32,0,0,0,0,0,2144
1,580,0,0,0,16,0,2145
3,1834,0,0,0,50,0,2146
3,842,1,3,7,24,0,2147
16,3976,2,35,7,169,12,2148
1,39,0,0,0,2,0,2149
3,838,2,0,0,4,0,2150
3,772,0,1,2,17,2,2151
20,7337,0,15,24,241,10,2152
1,58,1,0,0,0,0,2153
2,646,1,7,7,31,1,2154
2,1432,1,0,0,0,0,2155
7,1414,0,2,0,27,0,2156
7,414,0,0,0,15,1,2157
3,96,0,0,0,4,0,2158
4,459,0,10,17,22,1,2159
12,930,0,1,2,32,1,2160
4,212,0,0,0,8,3,2161
9,843,0,5,32,75,0,2162
1,37,0,1,0,2,0,2163
4,1027,0,14,12,1,2,2164
7,658,0,10,33,7,1,2165
10,6091,0,21,43,202,4,2166
11,1229,1,2,4,12,2,2167
3,909,0,11,11,2,1,2168
7,984,0,0,6,30,0,2169
10,12611,0,38,33,397,6,2170
12,8294,0,28,31,311,4,2171
1,190,0,1,0,12,1,2172
2,74,0,0,0,0,0,2173
53,12981,2,43,180,357,3,2174
1,4,0,0,0,0,0,2175
2,48,0,1,0,2,0,2176
31,2333,1,19,128,110,3,2177
4,6965,0,4,84,194,0,2178
117,23636,8,56,204,619,30,2179
4,424,0,2,4,16,0,2180
28,7602,0,20,110,381,3,2181
27,12784,4,35,29,256,13,2182
12,773,0,5,32,43,1,2183
11,4818,0,5,77,143,0,2184
14,11001,1,24,161,352,5,2185
3,4338,0,2,68,130,0,2186
16,18534,0,34,311,616,6,2187
5,7026,0,4,135,215,0,2188
3,362,0,0,0,24,0,2189
8,1351,0,1,0,24,2,2190
12,984,1,3,6,31,0,2191
4,1019,1,2,0,54,1,2192
17,15574,3,41,2,454,9,2193
5,149,0,0,0,6,0,2194
2,92,0,2,2,3,0,2195
2,81,1,1,2,4,0,2196
95,28469,1,115,63,753,19,2197
6,415,0,1,1,4,2,2198
10,738,0,2,3,13,4,2199
2,378,0,4,4,27,1,2200
5,500,0,0,0,24,0,2201
44,23195,4,25,38,310,18,2202
4,510,0,0,6,24,0,2203
2,161,0,3,0,8,0,2204
4,128,0,0,0,4,0,2205
3,5986,1,4,19,7,1,2206
1,3881,0,0,0,0,1,2207
1,185,0,0,9,9,0,2208
1,67,0,1,0,2,0,2209
2,233,0,0,0,10,0,2210
42,9042,0,71,504,500,11,2211
4,1744,0,4,6,8,0,2212
2,105,0,1,0,0,0,2213
4,504,0,0,13,28,3,2214
1,56,0,0,0,2,0,2215
11,929,0,7,7,46,1,2216
1,98,0,0,0,0,0,2217
9,719,0,1,3,26,0,2218
2,410,1,0,0,0,0,2219
35,6092,0,28,56,415,10,2220
9,775,0,3,8,19,0,2221
2,1869,0,0,0,6,0,2222
2,366,1,0,0,3,0,2223
1,762,0,0,0,35,0,2224
13,1940,0,20,12,73,4,2225
1,18,0,0,0,2,0,2226
7,2015,0,8,0,401,1,2227
2,991,0,0,2,26,0,2228
7,2018,2,6,31,88,1,2229
13,2458,1,8,42,70,1,2230
1,12,0,0,0,0,0,2231
4,157,0,1,0,4,1,2232
1,155,0,1,0,5,1,2233
2,318,0,2,0,11,2,2234
2,150,0,1,0,5,1,2235
13,898,1,10,10,32,4,2236
5,855,0,4,4,24,1,2237
14,7077,0,8,248,407,2,2238
3,1582,1,0,0,63,0,2239
6,1453,0,16,68,92,0,2240
28,7579,1,14,270,405,3,2241
3,343,0,0,3,6,0,2242
5,615,0,4,1,34,3,2243
4,778,0,5,53,55,3,2244
2,104,0,0,0,4,0,2245
5,731,1,3,1,12,0,2246
21,1487,0,5,0,103,1,2247
4,300,0,1,0,13,0,2248
13,1281,2,0,0,18,1,2249
19,3525,0,24,97,169,12,2250
10,460,0,0,0,2,1,2251
4,649,0,3,2,15,0,2252
2,216,0,2,5,6,0,2253
2,383,1,1,0,9,0,2254
4,206,0,2,13,15,0,2255
19,3671,1,23,70,97,0,2256
1,253,0,2,8,8,0,2257
4,346,0,0,6,11,1,2258
22,5592,0,32,124,204,2,2259
8,1443,0,10,18,67,0,2260
28,7646,0,43,203,136,1,2261
3,83,0,0,4,3,0,2262
23,3497,1,6,37,70,5,2263
1,184,0,6,18,12,0,2264
8,10213,0,12,16,537,3,2265
8,934,0,3,12,22,2,2266
2,71,0,1,5,1,1,2267
5,155,0,1,0,6,2,2268
103,19589,16,53,195,476,10,2269
1,228,0,0,10,17,0,2270
1,194,0,1,0,16,0,2271
2,268,0,0,8,10,0,2272
12,813,0,0,6,38,0,2273
21,2259,0,3,44,76,5,2274
11,2249,0,2,5,70,1,2275
2,109,0,0,0,0,1,2276
5,71,0,0,0,4,0,2277
4,120,0,0,0,0,3,2278
2,142,0,1,0,3,1,2279
4,803,0,4,9,28,0,2280
4,978,0,6,6,43,0,2281
2,295,0,1,0,10,1,2282
2,189,0,0,5,3,1,2283
0,0,0,0,0,0,0,2284
3,383,0,1,1,12,2,2285
4,264,0,1,2,16,1,2286
21,2114,0,13,17,71,13,2287
2,377,0,1,2,21,1,2288
3,310,0,2,0,6,3,2289
6,426,0,0,0,8,2,2290
4,319,0,2,1,6,2,2291
20,2418,1,5,13,51,1,2292
4,409,0,0,9,11,0,2293
10,3606,1,16,67,182,4,2294
3,141,0,0,0,9,2,2295
2,1318,0,0,5,39,0,2296
1,1241,0,0,5,37,0,2297
10,1138,1,12,10,45,3,2298
100,8649,0,110,496,348,3,2299
3,428,0,2,1,11,0,2300
1,11,0,0,0,1,0,2301
7,787,1,2,5,12,1,2302
3,246,0,2,13,7,0,2303
1,325,1,0,0,0,0,2304
12,722,0,8,44,18,1,2305
4,341,0,4,22,7,0,2306
4,367,0,1,1,8,1,2307
31,5140,1,23,51,236,5,2308
4,376,1,2,18,9,1,2309
26,7023,0,29,22,183,18,2310
2,345,1,0,0,0,0,2311
9,742,2,17,6,36,0,2312
1,27,0,0,0,0,0,2313
4,629,0,19,11,48,0,2314
4,820,0,2,33,11,0,2315
1,167,0,17,6,0,0,2316
1,33,0,0,0,0,0,2317
2,1238,1,0,0,31,0,2318
2,866,0,0,8,7,1,2319
28,3199,0,3,0,187,5,2320
2,257,0,2,4,10,1,2321
3,947,0,4,9,20,0,2322
1,71,0,6,2,0,0,2323
6,560,0,2,4,16,0,2324
7,3416,0,28,15,25,1,2325
3,643,0,2,53,25,0,2326
15,3046,1,15,12,103,0,2327
4,881,0,4,6,30,0,2328
3,310,0,1,0,4,0,2329
2,131,0,0,2,4,1,2330
8,1311,0,0,0,41,2,2331
7,676,0,3,0,14,2,2332
2,144,0,0,0,0,0,2333
1,209,0,4,2,12,1,2334
15,3664,0,31,43,100,4,2335
5,1097,0,5,9,39,1,2336
2,277,0,1,0,6,0,2337
3,492,0,0,7,12,0,2338
4,835,0,0,6,18,0,2339
1,342,0,0,0,7,0,2340
2,250,0,0,0,13,0,2341
9,1922,0,2,13,17,0,2342
27,22968,0,17,182,726,10,2343
22,6550,3,27,78,181,5,2344
1,149,0,0,1,4,1,2345
27,8819,5,50,83,194,10,2346
12,5544,2,13,44,95,8,2347
2,40,0,0,0,0,1,2348
20,2108,2,2,24,56,2,2349
1,691,0,1,11,24,1,2350
8,770,0,2,0,14,0,2351
5,354,0,1,0,4,1,2352
15,163,0,0,0,16,1,2353
5,2199,0,14,18,95,0,2354
49,8095,0,45,86,266,12,2355
3,1109,2,1,1,13,1,2356
4,1362,0,4,2,29,2,2357
2,1272,0,5,0,30,2,2358
1,60,0,0,0,1,0,2359
29,9003,2,15,7,245,2,2360
3,220,0,0,0,5,0,2361
1,561,0,0,0,13,0,2362
12,10309,0,6,12,599,9,2363
4,275,0,0,0,10,0,2364
1,172,0,0,1,14,0,2365
1,435,0,2,0,9,0,2366
10,2671,0,21,37,29,2,2367
4,1334,1,6,38,22,1,2368
2,65,0,0,0,2,1,2369
5,4552,1,5,31,10,0,2370
3,443,0,2,55,16,0,2371
2,382,0,2,54,12,0,2372
16,1161,3,2,32,31,1,2373
14,1863,4,0,35,56,4,2374
15,1191,0,5,72,35,0,2375
4,366,0,2,16,18,0,2376
3,504,0,1,16,23,0,2377
5,1092,0,3,35,43,1,2378
6,1289,4,0,0,6,0,2380
2,514,0,0,0,6,0,2381
1,373,1,0,0,0,0,2382
2,190,0,0,0,4,0,2383
4,604,1,3,3,6,1,2384
2,183,0,0,0,7,0,2385
2,411,0,2,20,21,1,2386
1,255,0,0,0,3,0,2387
3,722,1,3,3,6,1,2388
8,1605,0,3,3,43,2,2389
4,352,0,1,0,9,0,2390
1,249,0,0,0,8,0,2391
53,6669,1,28,62,291,5,2392
13,4490,4,5,6,54,0,2393
4,1082,0,4,16,47,1,2394
2,243,0,0,0,11,0,2395
19,11667,3,21,107,341,6,2396
1,153,0,1,0,10,0,2397
1,455,0,0,0,19,1,2398
3,2100,1,13,28,102,2,2399
6,2914,0,2,19,97,3,2400
12,7616,2,18,70,206,3,2401
1,46,0,0,0,0,0,2402
9,3842,0,2,44,154,3,2403
7,807,1,0,9,20,2,2404
1,333,0,0,0,11,0,2405
1,272,0,0,0,7,0,2406
12,988,0,1,32,44,1,2407
3,349,0,8,7,11,0,2408
5,406,0,2,2,21,1,2409
9,833,0,1,0,40,4,2410
4,4551,1,2,8,346,1,2411
2,104,0,0,0,1,0,2412
9,1077,0,13,9,65,2,2413
3,553,0,0,0,48,0,2414
2,327,0,1,1,30,0,2415
9,583,2,0,0,8,0,2416
25,5932,2,9,10,282,1,2417
7,392,6,0,0,0,1,2418
0,0,0,0,0,0,0,2419
5,794,0,11,12,48,3,2420
7,2453,0,17,23,112,1,2421
5,1400,0,12,14,74,0,2422
9,2076,2,1,12,58,0,2423
1,505,0,0,0,21,0,2424
1,468,0,0,3,17,0,2425
3,325,0,1,2,19,0,2426
7,1523,0,25,1,32,0,2427
7,614,0,16,0,18,2,2428
2,3872,0,0,0,0,0,2429
9,2610,0,83,2,46,0,2430
17,3193,0,52,47,130,7,2431
1,29,0,0,0,0,1,2432
7,308,0,0,0,15,3,2433
1,47,0,1,1,3,0,2434
9,1338,0,14,5,70,4,2435
5,641,0,23,7,36,3,2436
14,3229,2,22,0,60,4,2437
5,930,0,0,0,3,2,2438
4,538,0,13,6,13,1,2439
2,128,0,0,0,3,1,2440
1,47,0,0,0,0,0,2441
4,2236,4,0,0,0,0,2442
2,21,0,0,0,2,0,2443
19,8463,2,31,23,366,8,2444
11,3588,3,10,1,45,2,2445
3,1293,2,0,0,2,0,2446
93,29631,0,125,403,745,32,2447
6,2069,0,9,51,61,2,2448
3,2056,0,9,62,44,2,2449
2,100,0,0,0,4,0,2450
5,533,1,0,0,2,1,2451
5,1528,0,4,32,33,1,2452
7,3924,0,18,99,98,3,2453
2,2550,0,14,72,48,2,2454
2,2649,0,7,37,25,1,2455
10,1661,0,7,23,51,1,2456
2,64,0,0,0,4,0,2457
2,780,0,0,0,2,2,2458
16,5824,0,34,116,202,5,2459
7,1146,0,5,20,33,1,2460
