"Files","LOC","ParseFailures","type_decs","Subtyping","Functions","Modules","Project"
3,99,0,0,0,1,3,3264
2,353,0,0,0,12,2,3265
17,4108,0,15,93,108,5,3266
5,351,0,1,11,9,3,3267
1,10,0,0,0,0,1,3268
11,1591,3,6,10,45,2,3269
22,5023,2,43,81,144,2,3270
8,1147,0,12,39,29,1,3271
33,6167,0,0,0,19,0,3272
6,483,0,2,1,3,0,3273
4,993,0,12,63,42,0,3274
2,552,0,6,4,19,0,3275
10,1743,1,6,3,61,5,3276
21,3843,0,15,13,91,5,3277
14,1893,0,7,11,72,3,3278
10,569,1,1,0,18,1,3279
26,3021,0,27,5,180,4,3280
4,266,0,0,0,22,0,3281
12,23304,3,10,16,77,1,3282
3,149,0,0,0,6,0,3283
7,727,0,1,0,45,0,3284
2,84,0,0,0,3,0,3285
8,1478,0,1,46,25,1,3286
3,988,0,0,0,1,0,3287
28,3284,0,14,14,83,3,3288
1,240,1,0,0,0,0,3289
2,64,0,0,0,0,0,3290
7,1851,1,3,0,27,1,3291
2,483,0,1,0,25,0,3292
5,333,0,2,2,20,1,3293
13,2252,0,5,2,30,7,3294
9,1961,0,19,22,50,5,3295
2,526,0,2,44,16,0,3296
2,222,0,1,10,5,0,3297
11,1190,0,6,44,26,0,3298
19,1555,1,5,11,20,1,3299
18,3771,0,31,74,98,1,3300
6,873,0,2,0,21,0,3301
9,1239,2,7,27,19,2,3302
3,867,0,3,6,36,1,3303
1,291,0,0,0,8,1,3304
1,66,0,1,0,5,1,3305
2,74,0,0,0,0,1,3306
12,2328,2,3,21,42,5,3307
2,158,1,0,0,0,0,3308
1,3,0,0,0,0,0,3309
2,236,0,0,2,10,0,3310
5,681,1,8,43,13,0,3311
3,881,1,2,13,53,1,3312
17,4154,1,15,13,221,0,3313
2,718,0,3,6,33,0,3314
2,1447,0,6,12,71,0,3315
2,419,0,0,0,12,1,3316
4,1682,0,7,13,74,0,3317
16,3104,5,7,6,66,0,3318
14,2659,2,5,41,53,0,3319
4,985,2,0,3,14,0,3320
1,167,0,0,0,3,0,3321
3,746,0,1,27,23,0,3322
5,1371,0,3,83,58,0,3323
5,1142,0,0,31,76,0,3324
5,866,0,0,0,21,1,3325
7,968,0,0,0,60,0,3326
15,4160,0,30,30,197,6,3327
18,7675,0,7,16,265,0,3328
2,736,0,5,5,29,1,3329
1,712,1,0,0,0,0,3330
4,2689,0,36,43,148,0,3331
9,9337,0,0,41,191,0,3332
18,6738,0,11,19,160,2,3333
4,3680,0,0,18,99,0,3334
32,13330,1,44,77,313,4,3335
11,527,0,0,0,25,0,3336
4,848,0,2,0,32,0,3337
2,786,0,0,1,36,0,3338
2,956,0,7,7,14,1,3339
10,1661,0,7,23,51,1,3340
16,13951,0,18,33,310,3,3341
30,8126,0,17,27,298,4,3342
13,7546,1,30,63,190,1,3343
2,4076,0,2,0,226,2,3344
4,4377,0,22,35,130,0,3345
44,1442,1,11,0,90,5,3346
8,11614,1,25,58,219,0,3347
7,1600,0,12,12,68,4,3348
7,16022,0,11,12,282,0,3349
10,487,0,0,2,13,3,3350
2,4809,0,2,2,70,0,3351
0,0,0,0,0,0,0,3352
2,1043,0,3,1,11,0,3353
52,14373,7,28,53,297,2,3354
4,418,0,5,6,31,0,3355
6,601,0,2,1,7,1,3356
1,302,0,1,1,0,0,3357
2,260,0,1,1,9,0,3358
1,16,0,1,0,1,0,3359
7,534,0,3,1,25,1,3360
2,175,0,1,4,8,0,3361
57,7950,5,40,73,287,5,3362
6,2392,0,7,17,104,0,3363
22,7007,1,24,61,330,3,3364
6,2260,0,17,32,91,0,3365
5,1001,0,12,44,34,1,3366
3,13402,0,4,25,81,0,3367
7,1146,0,12,22,55,0,3368
2,503,0,5,11,23,0,3369
9,1561,1,11,19,60,0,3370
4,863,0,3,3,30,0,3371
1,316,0,2,0,9,0,3372
2,420,0,0,0,12,0,3373
2,302,0,0,0,7,0,3374
5,375,1,3,1,15,0,3375
6,515,1,2,1,18,1,3376
3,217,0,0,0,2,0,3377
6,521,1,2,3,21,0,3378
6,1403,1,18,7,51,1,3379
9,1121,0,8,4,51,2,3380
65,16171,3,253,293,372,25,3381
11,2135,2,10,14,95,0,3382
2,178,0,0,0,14,0,3383
7,1032,0,2,2,63,0,3384
2,43,1,0,0,0,0,3385
3,357,1,7,1,14,0,3386
8,4102,1,15,9,194,0,3387
10,1806,0,21,99,55,1,3388
1,41,0,0,0,1,0,3389
20,15127,0,22,97,501,2,3390
2,685,0,2,1,31,0,3391
17,3248,3,14,5,81,5,3392
5,1641,0,4,2,68,0,3393
17,9527,0,13,52,301,0,3394
1,28,0,0,0,1,0,3395
7,4281,0,13,30,185,2,3396
2,1882,0,2,9,84,0,3397
1,42,0,0,0,3,0,3398
19,16200,3,6,103,495,0,3399
22,3785,6,23,2,117,13,3400
3,3633,0,0,24,109,0,3401
9,10780,0,0,72,333,0,3402
13,5007,0,12,41,186,0,3403
6,876,0,14,23,37,0,3404
3,248,0,20,25,0,0,3405
2,309,0,0,0,10,0,3406
14,5052,0,11,80,276,2,3407
3,256,0,0,0,14,0,3408
22,2279,0,10,3,109,21,3409
5,1751,0,4,30,95,0,3410
4,1826,0,6,29,110,1,3411
2,270,0,2,0,2,2,3412
14,3249,1,14,21,142,3,3413
1,198,0,1,0,4,1,3414
21,8317,2,11,55,204,2,3415
6,2537,0,2,19,121,0,3416
3,1214,0,3,30,64,0,3417
3,1269,0,3,25,69,0,3418
4,1014,0,2,23,56,2,3419
3,270,0,2,7,8,1,3420
8,2107,0,5,28,71,2,3421
7,2887,0,5,11,54,0,3422
39,3658,0,67,67,91,13,3423
15,504,0,15,29,36,4,3424
2,173,0,1,0,2,1,3425
5,192,0,2,2,3,3,3426
3,757,0,1,0,16,0,3427
7,819,0,1,1,23,0,3428
6,459,0,2,1,19,4,3429
15,3085,0,4,0,95,0,3430
2,739,0,4,17,31,0,3431
21,4506,2,3,7,181,0,3432
7,168,0,0,0,6,0,3433
3,57,0,0,0,1,0,3434
0,0,0,0,0,0,0,3435
2,78,0,0,0,4,1,3436
34,5005,3,10,84,136,1,3437
45,12054,7,11,2,258,8,3438
2,758,0,4,0,22,0,3439
2,420,0,0,0,16,0,3440
6,582,1,0,0,17,0,3441
7,386,0,1,1,7,4,3442
23,3265,5,8,0,56,1,3443
19,4185,3,9,8,97,0,3444
60,22463,13,30,14,217,11,3445
28,4823,1,7,1,88,1,3446
2,382,0,6,0,14,0,3447
7,1282,2,3,14,54,0,3448
3,376,0,2,2,27,4,3449
5,369,0,5,7,25,0,3450
5,735,0,2,0,19,1,3451
9,981,0,0,0,45,2,3452
4,451,0,2,0,9,1,3453
28,7602,0,20,110,381,3,3454
0,0,0,0,0,0,0,3455
9,6212,0,4,0,124,0,3456
9,7901,0,0,0,94,0,3457
2,1811,0,0,0,28,0,3458
6,2520,0,16,17,52,4,3459
3,2669,0,0,1,53,1,3460
2,199,1,3,5,1,1,3461
14,5422,6,4,2,36,1,3462
10,2840,0,24,1,171,8,3463
3,3900,0,3,2,39,0,3464
6,337,0,4,4,19,0,3465
15,2378,5,1,20,11,2,3466
4,1586,3,0,0,0,0,3467
3,1204,2,0,0,13,0,3468
2,1443,0,5,36,68,0,3469
2,734,0,0,0,0,0,3470
2,660,0,1,2,10,1,3471
12,1508,1,6,13,29,0,3472
8,5552,2,0,0,0,0,3473
2,621,0,4,4,25,1,3474
3,170,0,0,0,1,1,3475
26,2568,1,6,33,108,8,3476
11,3120,3,2,0,26,4,3477
1,51,0,1,5,0,0,3478
13,525,0,2,7,4,5,3479
2,808,1,7,86,30,0,3480
4,922,0,0,2,41,2,3481
5,1262,1,0,0,6,2,3482
8,373,0,2,0,22,1,3483
1,259,0,0,0,0,0,3484
98,72417,49,25,11,212,31,3485
1,1444,1,0,0,0,0,3486
42,27775,21,19,12,137,8,3487
10,7528,4,12,3,56,5,3488
2,1489,1,3,0,4,1,3489
30,9815,10,10,25,67,2,3490
3,176,0,2,4,4,0,3491
3,91,0,0,0,1,0,3492
6,684,1,2,6,15,2,3493
4,275,0,0,0,10,0,3494
2,407,1,0,0,4,0,3495
2,46,0,1,1,0,0,3496
5,418,0,1,6,15,2,3497
15,3337,3,0,0,5,0,3498
2,1272,1,0,0,0,0,3499
16,1663,1,7,17,54,1,3500
2,288,0,2,10,5,0,3501
41,6021,5,23,43,100,0,3502
17,1564,1,2,10,19,1,3503
18,3256,1,6,20,101,2,3504
4,458,0,1,0,10,1,3505
2,266,0,0,0,1,0,3506
1,14,0,0,0,0,0,3507
5,262,0,3,3,6,0,3509
5,100,1,3,4,1,0,3510
9,868,1,5,13,10,2,3511
2,3571,1,0,0,0,0,3512
3,154,0,2,11,6,1,3513
17,2086,4,7,14,56,2,3514
18,24395,6,24,65,55,5,3515
23,1494,0,5,25,73,11,3516
4,73,0,3,0,4,4,3517
3,356,0,1,0,26,3,3518
1,180,0,6,3,8,0,3519
75,13566,6,58,224,306,9,3520
3,443,1,0,3,12,0,3521
1,85,0,0,0,1,0,3522
47,7495,3,36,123,208,6,3523
1,298,0,0,0,0,0,3524
14,2900,2,45,195,109,1,3525
45,22562,2,35,111,1807,7,3526
4,178,0,4,8,8,0,3527
9,1462,0,0,8,31,1,3528
2,300,0,1,6,19,1,3529
5,850,0,0,0,40,1,3530
8,527,0,1,1,10,1,3531
42,7794,3,23,1,105,19,3532
1,52,0,0,0,3,0,3533
5,525,0,2,0,19,0,3534
2,752,0,1,19,51,0,3535
5,2653,0,5,79,194,0,3536
7,737,0,8,14,40,1,3537
4,2747,0,24,0,16,0,3538
1,58,0,0,0,2,0,3539
9,961,1,5,26,40,0,3540
3,491,0,4,25,32,0,3541
1,73,0,0,0,5,0,3542
3,213,0,0,0,14,2,3543
93,14221,1,91,239,458,28,3544
3,212,0,0,3,9,1,3545
2,70,0,0,0,2,0,3546
19,3545,0,83,21,124,5,3547
22,2337,0,21,47,124,7,3548
1,52,0,0,0,0,0,3549
1,27,1,0,0,0,0,3550
8,1275,0,15,30,45,2,3551
3,357,0,3,29,23,2,3552
5,699,0,4,27,31,3,3553
12,1688,6,0,1,2,1,3554
1,248,0,0,0,26,1,3555
1,86,0,1,2,4,0,3556
2,132,0,0,0,0,3,3557
0,0,0,0,0,0,0,3558
2,135,0,11,25,0,1,3559
0,0,0,0,0,0,0,3560
19,4237,0,23,190,92,1,3561
15,979,0,11,6,44,2,3562
1,63,0,0,0,0,0,3563
20,2587,1,89,123,120,6,3564
13,999,0,17,40,49,0,3565
6,485,0,7,17,18,0,3566
2,136,0,7,11,10,0,3567
7,505,0,15,25,19,3,3568
12,1052,0,27,34,42,4,3569
8,1556,0,8,9,42,3,3570
5,287,0,0,0,0,3,3571
20,1472,0,18,21,35,8,3572
1,29,0,0,0,2,0,3573
1,70,0,0,0,1,0,3574
12,2892,0,13,62,101,12,3575
2,159,0,1,4,5,0,3576
0,0,0,0,0,0,0,3577
17,9527,0,13,52,301,0,3578
21,5559,0,87,33,171,33,3579
17,678,0,15,18,27,1,3580
2,538,0,5,0,1,15,3581
13,494,0,1,0,10,3,3582
4,53,0,0,0,3,0,3583
4,1063,0,4,5,18,0,3584
22,3544,0,30,21,109,6,3585
21,10993,2,6,0,81,3,3586
2,1811,0,0,0,28,0,3587
4,119,0,1,1,9,1,3588
8,1082,0,8,9,72,6,3589
5,476,0,3,3,29,2,3590
3,427,0,0,0,9,1,3591
12,9808,0,7,5,137,1,3592
2,21,0,0,0,0,0,3593
1,707,0,0,0,11,1,3594
2,63,0,2,2,6,0,3595
2,440,0,0,0,15,2,3596
4,697,0,3,3,16,1,3597
5,1392,0,5,5,38,0,3598
5,755,1,12,74,47,4,3599
5,622,0,0,14,27,0,3600
3,326,0,3,3,7,0,3601
1,72,0,1,1,2,0,3602
18,987,1,2,1,17,1,3603
3,78,0,0,0,2,0,3604
5,168,0,0,0,3,0,3605
1,231,0,0,0,1,0,3606
8,796,0,0,1,32,0,3607
5,760,0,0,0,5,0,3608
12,2208,2,0,1,46,0,3609
5,1126,3,0,0,4,0,3610
4,105,0,0,0,2,0,3611
1,453,0,1,0,11,1,3612
7,1316,1,5,6,45,1,3613
15,1577,3,13,16,42,4,3614
8,441,0,1,8,17,4,3615
13,1787,0,4,8,42,6,3616
5,381,0,1,0,12,2,3617
5,227,0,0,0,14,1,3618
1,38,0,1,1,2,0,3619
5,650,0,0,0,3,3,3620
2,507,0,0,7,34,0,3621
6,369,0,4,4,7,1,3622
2,699,0,5,122,24,1,3623
0,0,0,0,0,0,0,3624
2,281,0,0,6,18,0,3625
5,803,2,0,10,32,0,3626
4,959,0,54,47,42,0,3627
3,1373,0,42,147,53,1,3628
9,2362,1,32,160,81,2,3629
2,270,0,0,0,6,0,3630
2,832,0,2,0,25,1,3631
13,2619,1,4,8,41,4,3632
40,5693,1,16,38,228,7,3633
5,413,0,3,4,25,1,3634
2,294,0,2,0,14,0,3635
1,24,0,0,0,2,0,3636
7,743,0,2,6,27,2,3637
30,4130,0,26,25,107,13,3638
2,56,0,0,0,0,0,3639
22,3301,0,26,38,148,1,3640
0,0,0,0,0,0,0,3641
9,867,0,9,25,36,3,3642
5,636,0,1,11,42,3,3643
26,12054,3,67,36,145,0,3644
2,243,0,2,1,12,1,3645
57,12270,0,33,255,514,28,3646
3,2227,0,3,57,105,3,3647
0,0,0,0,0,0,0,3648
20,3716,0,2,74,84,1,3649
2,199,1,0,0,5,0,3650
4,992,0,1,21,35,3,3651
2,441,0,0,2,0,2,3652
22,2881,2,22,22,97,9,3653
2,79,0,0,14,0,2,3654
3,339,0,3,3,14,1,3655
18,2168,0,25,19,67,5,3656
3,423,0,5,0,11,0,3657
11,3158,1,22,16,120,6,3658
10,1748,0,18,17,106,6,3659
4,791,0,8,6,44,2,3660
5,937,0,0,0,2,0,3661
2,563,0,4,3,25,1,3662
2,535,0,4,3,24,1,3663
0,0,0,0,0,0,0,3664
7,745,0,2,46,32,0,3665
31,7818,0,20,71,545,14,3666
5,1388,0,12,9,75,3,3667
3,740,0,4,4,24,1,3668
2,282,0,0,0,12,1,3669
15,8133,1,12,9,272,12,3670
2,2432,0,0,0,67,2,3671
105,19300,3,121,161,753,26,3672
10,2312,0,1,0,52,1,3673
1,337,0,0,0,0,0,3674
1,275,0,1,4,8,1,3675
3,111,0,0,0,0,0,3676
3,1320,1,0,0,7,1,3677
0,0,0,0,0,0,0,3678
8,2251,0,2,12,22,4,3679
2,1398,0,0,0,2,2,3680
4,1052,0,0,0,6,4,3681
3,634,0,0,0,11,1,3682
4,544,0,7,0,27,2,3683
1,267,0,0,0,20,1,3684
7,774,0,38,34,18,1,3685
8,1007,0,4,0,38,1,3686
11,863,0,25,22,20,0,3687
1,49,0,0,2,1,0,3688
6,353,0,0,3,12,0,3689
8,1605,0,3,3,43,2,3690
9,924,0,1,3,8,0,3691
11,4364,1,13,59,133,2,3692
9,377,1,2,0,11,0,3693
4,8795,0,26,84,300,2,3694
9,8756,0,30,76,315,1,3695
6,2707,1,6,6,58,2,3696
12,3077,0,0,0,48,5,3697
1,59,0,0,0,2,0,3698
2,733,1,0,25,5,1,3699
6,1303,0,4,5,45,0,3700
3,100,0,0,0,10,0,3701
11,2788,0,3,11,80,1,3702
1,101,0,0,1,9,0,3703
33,28089,0,21,154,944,13,3704
5,1385,1,7,6,52,0,3705
5,361,0,6,0,28,0,3706
25,1653,2,44,87,51,5,3707
10,1097,1,1,3,26,1,3708
4,1594,0,0,5,70,0,3709
11,6275,0,0,35,282,0,3710
15,1554,1,8,0,21,1,3711
5,601,0,4,0,38,0,3712
8,429,0,0,0,6,1,3713
7,964,0,5,2,39,2,3714
18,3725,0,27,59,167,3,3715
1,312,0,0,0,27,0,3716
5,227,0,0,0,14,1,3717
1,27,0,0,0,2,1,3718
8,1318,1,13,13,65,1,3719
4,652,0,3,20,19,0,3720
3,459,0,2,0,10,1,3721
8,16853,0,12,6,78,0,3722
0,0,0,0,0,0,0,3723
7,2724,0,21,14,186,5,3724
13,3233,0,31,17,199,7,3725
3,576,0,6,0,25,2,3726
1,24,0,0,0,1,0,3727
2,1655,0,1,0,411,0,3728
3,124,0,0,0,1,1,3729
1,54,0,0,0,0,0,3730
7,156,0,2,0,13,3,3731
8,1608,0,2,8,41,3,3732
2,19,0,0,0,0,2,3733
2,1289,0,0,9,39,0,3734
2,35,0,0,0,0,1,3735
2,271,0,1,2,15,1,3736
68,16732,1,2,65,452,33,3737
2,494,0,8,8,20,1,3738
17,2465,1,42,9,105,3,3739
3,481,0,3,0,26,1,3740
0,0,0,0,0,0,0,3741
21,509,0,4,2,10,0,3742
3,151,0,0,0,1,0,3743
1,40,0,0,0,4,1,3744
16,4392,1,32,108,174,4,3745
2,61,0,0,0,1,0,3746
2,63,0,0,0,2,0,3747
3,135,1,0,0,0,2,3748
3,104,0,1,1,0,0,3749
4,460,0,2,0,4,1,3750
45,6582,0,32,106,267,0,3751
1,383,0,0,0,15,0,3752
14,2659,2,5,41,53,0,3753
1,265,0,0,0,8,0,3754
2,200,0,4,1,12,0,3755
4,108,0,0,0,17,0,3756
21,5746,0,19,21,269,6,3757
8,926,0,0,0,80,0,3758
1,150,0,0,0,0,0,3759
2,140,0,0,0,8,0,3760
1,131,0,3,5,0,1,3761
2,489,0,2,2,21,1,3762
13,3270,1,24,38,186,2,3763
2,621,0,7,9,25,0,3764
2,626,0,0,0,0,0,3765
2,193,0,1,2,12,0,3766
2,281,0,0,1,5,1,3767
2,504,0,0,2,10,0,3768
0,0,0,0,0,0,0,3769
30,3840,0,18,18,130,7,3770
0,0,0,0,0,0,0,3771
13,2143,0,4,28,94,3,3772
16,1031,1,0,0,0,3,3773
2,109,0,0,0,10,2,3774
28,7688,0,14,31,717,7,3775
32,7311,1,32,53,211,11,3776
1,24,0,0,0,0,1,3777
8,1523,0,7,9,104,1,3778
9,2366,0,1,6,43,1,3779
4,26108,2,0,0,0,0,3780
18,343,0,0,3,5,0,3781
1,673,0,0,0,6,0,3782
59,7913,1,28,42,218,0,3783
12,3223,0,15,11,75,0,3784
33,4274,0,33,90,115,5,3785
32,5317,0,37,34,211,5,3786
15,1653,0,7,18,26,3,3787
7,2474,0,0,9,83,1,3788
5,1391,0,23,62,68,1,3789
2,621,0,1,0,16,2,3790
7,1496,0,0,8,83,4,3791
21,1896,1,16,16,59,0,3792
7,873,0,2,2,22,2,3793
61,7192,5,86,82,280,18,3794
67,10088,0,14,38,661,16,3795
6,177,0,1,1,5,0,3796
6,1009,0,13,9,44,0,3797
15,1484,0,55,48,75,2,3798
3,71,0,3,2,3,0,3799
2,142,0,1,1,7,0,3800
41,35771,0,0,0,91,1,3801
11,2197,0,18,10,94,0,3802
4,312,0,18,23,10,0,3803
8,1353,0,2,8,8,1,3804
28,1406,0,1,3,50,7,3805
2,343,0,1,1,26,1,3806
5,257,0,1,0,12,0,3807
9,685,0,3,1,23,4,3808
24,4501,0,17,14,119,8,3809
6,518,0,0,0,9,0,3810
2,5610,0,0,0,0,0,3811
3,413,0,0,2,12,1,3812
2,306,0,0,0,0,0,3813
5,447,0,0,0,0,0,3814
14,19935,0,13,38,997,1,3815
120,11297,0,2,113,174,3,3816
1,123,0,0,3,5,0,3817
1,196,0,0,4,8,0,3818
12,1159,0,14,14,20,4,3819
3,469,0,0,0,24,0,3820
24,5477,1,13,16,103,7,3821
1,137,1,0,0,0,0,3822
2,587,0,4,0,36,0,3823
2,383,0,8,0,24,0,3824
3,129,0,0,0,6,0,3825
50,16666,1,70,65,671,14,3826
10,3168,0,79,247,242,0,3827
6,2026,0,18,34,97,1,3828
8,561,0,0,0,0,2,3829
6,1813,0,2,0,56,5,3830
3,1521,0,3,0,107,0,3831
5,3574,0,9,9,215,0,3832
3,145,0,0,0,4,1,3833
22,1330,0,25,15,80,5,3834
5,1949,0,27,3,85,1,3835
4,1565,0,5,14,87,0,3836
6,3400,0,6,27,196,0,3837
9,1678,0,7,10,50,0,3838
7,1869,0,4,28,63,1,3839
7,714,0,9,9,16,0,3840
6,854,0,1,25,35,0,3841
1,34,0,0,2,2,0,3842
5,653,0,2,16,59,0,3843
4,541,0,6,0,23,0,3844
4,625,3,1,0,4,0,3845
1,291,0,1,24,25,0,3846
1,7,0,0,0,0,0,3847
15,1598,6,7,7,43,0,3848
9,1054,1,3,9,46,2,3849
4,373,0,4,19,21,1,3850
12,1495,0,21,44,70,0,3851
22,2137,0,3,13,33,2,3852
5,298,0,1,1,13,1,3853
16,1224,0,8,0,29,3,3854
5,306,0,2,4,25,0,3855
1,88,0,0,0,0,0,3856
3,283,0,1,0,7,0,3857
9,648,0,5,5,22,1,3858
20,5363,6,36,28,91,5,3859
15,2995,0,0,0,41,0,3860
10,1583,0,5,7,17,0,3861
2,620,0,0,3,21,0,3862
7,1406,2,5,23,49,1,3863
4,864,0,1,25,26,0,3864
8,1526,0,5,4,48,0,3865
18,1149,2,2,2,16,0,3866
25,6774,3,26,10,219,19,3867
7,773,0,0,0,17,1,3868
2,91,0,0,0,1,0,3869
10,1281,0,2,0,21,0,3870
11,1320,0,3,0,23,0,3871
7,898,0,0,0,24,0,3872
8,909,0,10,0,6,0,3873
4,366,0,6,0,5,0,3874
14,2519,0,8,0,34,0,3875
3,103,0,0,0,5,1,3876
1,87,0,3,0,1,0,3877
1,151,0,0,0,4,0,3878
6,862,0,6,14,33,0,3879
56,10882,4,51,35,206,12,3880
75,13560,7,99,53,303,12,3881
2,235,1,1,2,1,0,3882
7,960,0,0,19,32,0,3883
4,2893,2,8,0,70,2,3884
13,2822,2,6,6,61,3,3885
11,583,0,3,7,19,1,3886
2,118,0,0,0,1,0,3887
2,176,0,0,0,6,1,3888
6,1309,2,3,3,13,2,3889
2,48,0,2,0,1,0,3890
9,625,0,2,0,17,2,3891
9,488,0,0,0,16,2,3892
5,221,2,2,11,3,1,3893
4,625,1,8,8,1,2,3894
6,449,3,2,4,16,1,3895
2,265,1,1,1,10,0,3896
2,64,0,0,0,5,1,3897
7,488,1,0,0,18,1,3898
5,821,0,3,0,42,4,3899
18,4129,0,30,26,60,5,3900
3,388,0,3,3,26,0,3901
12,1301,1,4,8,41,4,3902
4,568,0,1,0,18,1,3903
1,20,0,0,0,1,1,3904
17,2350,0,14,19,128,7,3905
53,6801,2,40,67,162,19,3906
9,789,0,5,5,31,0,3907
2,88,0,4,0,2,1,3908
25,6774,3,26,10,219,19,3909
23,1370,2,10,10,49,0,3910
3,245,0,2,2,9,0,3911
31,2791,0,17,15,70,4,3912
2,200,0,9,9,10,0,3913
10,1226,0,0,0,3,0,3914
1,139,0,3,3,13,0,3915
1,42,0,1,0,1,0,3916
2,114,0,0,1,4,1,3917
2,335,0,2,0,0,0,3918
2,537,0,0,0,2,0,3919
4,1298,0,12,0,67,0,3920
3,885,0,6,0,55,0,3921
18,2168,0,7,75,63,7,3922
16,13048,0,10,43,221,3,3923
10,8781,0,1,1,54,0,3924
18,1296,0,1,6,50,2,3925
7,3239,0,20,95,165,4,3926
24,3053,0,43,34,79,1,3927
2,108,0,0,0,0,0,3928
2,181,0,0,0,0,2,3929
0,0,0,0,0,0,0,3930
3,421,0,6,5,15,2,3931
3,907,0,3,45,45,1,3932
8,377,0,0,3,7,4,3933
32,7115,0,34,55,322,9,3934
8,8892,0,3,20,532,5,3935
3,927,0,0,0,36,1,3936
1,37,0,0,0,0,0,3937
7,681,0,1,1,12,1,3938
2,10,0,0,0,0,1,3939
2,140,0,0,91,0,0,3940
1,185,0,0,0,10,0,3941
7,1214,0,0,7,56,5,3942
13,2568,0,5,5,122,7,3943
49,14806,2,51,231,625,18,3944
9,1202,0,1,5,61,8,3945
57,11144,1,46,34,560,36,3946
17,1211,0,2,22,72,4,3947
2,368,0,1,1,23,1,3948
1,370,0,1,6,17,1,3949
8,740,0,2,2,35,2,3950
15,3016,0,73,111,283,11,3951
3,143,1,0,0,2,1,3952
1,31,0,1,0,2,0,3953
3,278,0,0,0,8,1,3954
5,352,0,3,1,5,5,3955
2,397,0,11,19,41,2,3956
4,398,0,0,0,1,5,3957
1,93,0,6,4,5,1,3958
8,496,0,1,5,15,4,3959
3,211,0,1,1,10,0,3960
2,206,0,2,0,2,2,3961
16,3036,5,12,114,92,2,3962
16,3287,7,19,1,25,8,3963
9,1389,2,1,2,35,2,3964
18,6738,0,11,19,160,2,3965
5,736,4,0,0,1,0,3966
4,1312,0,20,40,32,4,3967
7,1551,0,8,12,34,4,3968
5,1367,1,6,9,21,2,3969
2,627,0,6,8,46,2,3970
4,421,0,10,3,29,1,3971
8,939,0,5,0,41,6,3972
12,2638,1,12,0,101,6,3973
10,2120,0,2,2,42,4,3974
2,520,2,0,0,0,0,3975
14,4826,4,3,0,132,3,3976
3,188,2,0,0,0,0,3977
7,2109,1,4,4,70,0,3978
5,342,0,2,0,17,1,3979
12,2097,0,10,10,47,3,3980
10,2552,2,9,9,88,0,3981
28,1515,0,11,6,11,16,3982
6,156,0,0,1,4,2,3983
3,810,0,0,0,22,0,3984
1,66,0,0,0,1,0,3985
2,76,0,0,0,0,0,3986
14,2546,0,13,15,115,1,3987
6,3143,0,0,2,139,1,3988
4,1410,0,11,13,40,3,3989
3,408,0,0,0,20,0,3990
5,165,0,2,2,9,1,3991
3,516,0,0,0,22,0,3992
2,107,0,0,0,2,0,3993
8,810,0,0,0,0,0,3994
18,2840,1,15,25,29,6,3995
2,1072,1,2,7,10,1,3996
22,1696,0,3,21,127,7,3997
1,29,0,0,0,0,0,3998
2,212,0,0,0,4,0,3999
2,39,0,0,0,0,1,4000
18,1187,0,4,0,58,1,4001
2,32,0,0,0,0,2,4002
3,252,0,0,0,7,1,4003
2,90,0,0,2,6,0,4004
49,7460,1,36,23,256,9,4005
1,227,0,0,0,1,0,4006
5,387,0,1,0,5,1,4007
12,4568,0,15,3,123,4,4008
1,454,0,3,0,13,1,4009
8,975,0,4,14,22,1,4010
2,50,0,1,0,5,0,4011
3,1032,0,6,41,40,1,4012
3,271,0,5,2,0,3,4013
17,2275,0,18,11,103,1,4014
2,244,0,0,0,18,0,4015
1,69,0,0,0,2,0,4016
6,1607,0,26,24,97,0,4017
3,538,0,6,7,38,1,4018
15,5154,5,4,20,34,1,4019
0,0,0,0,0,0,0,4020
5,584,0,8,6,34,1,4021
13,1432,0,20,19,79,1,4022
4,616,0,17,20,23,1,4023
15,2671,1,6,5,153,0,4024
3,1113,0,3,3,87,0,4025
9,826,0,4,7,47,0,4026
16,1366,0,16,0,49,4,4027
14,1289,0,26,0,20,0,4028
9,2331,0,6,6,109,0,4029
6,817,0,3,4,31,2,4030
5,1227,0,3,2,73,4,4031
12,796,0,1,7,10,0,4032
1,306,0,1,1,16,0,4033
34,6294,0,4,6,227,3,4034
4,2215,0,15,8,34,0,4035
4,435,0,2,4,29,0,4036
4,3990,1,13,8,121,2,4037
37,3062,2,19,30,102,7,4038
18,1871,0,28,34,115,4,4039
4,216,0,0,0,1,1,4040
7,1473,0,2,26,54,1,4041
2,189,0,0,0,4,2,4042
6,129,0,0,0,3,0,4043
1,678,0,0,0,15,0,4044
3,288,0,0,0,4,0,4045
1,97,0,0,0,1,0,4046
3,494,0,3,0,12,1,4047
20,4162,1,6,14,76,7,4048
10,2657,2,6,3,61,0,4049
2,233,0,0,1,12,0,4050
2,162,0,5,0,2,1,4051
8,994,0,5,0,22,2,4052
25,7050,1,38,112,296,7,4053
7,406,4,0,0,1,0,4054
4,1362,0,4,2,29,2,4055
3,860,0,3,0,16,3,4056
2,1023,0,2,0,10,2,4057
1,59,0,0,0,0,0,4058
5,1343,0,5,0,0,5,4059
3,492,0,1,0,3,1,4060
2,2493,0,0,0,1,0,4061
3,101,0,0,0,3,0,4062
4,1422,0,3,0,27,1,4063
10,1807,2,6,0,22,6,4064
